Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
      Road construction operatives,8142,23,11.09,7.0,11.4,3.2,7.27,9.06,9.33,9.55,10.35,11.79,12.31,12.67,13.47,x
      Rail construction and maintenance operatives,8143,12,12.88,6.9,13.85,7.1,9.91,10.68,11.11,11.48,12.29,13.51,14.81,15.38,x,x
      Construction operatives n.e.c.,8149,68,11.44,-1.7,12.1,-2.9,7.24,8.58,9.04,9.66,10.5,12.42,13.76,14.31,15.04,16.93
   Transport and mobile machine drivers and operatives,82,608,9.58,0.8,10.04,1.5,6.99,7.67,8.03,8.35,8.98,10.21,10.92,11.5,12.03,13.75
    Transport Drivers And Operatives,821,544,9.52,0.6,9.99,1.5,6.98,7.66,8.02,8.33,8.92,10.18,10.87,11.43,12,13.75
      Heavy goods vehicle drivers,8211,185,10,0.5,10.35,1.9,7.75,8.43,8.7,8.95,9.48,10.58,11.31,11.71,12.16,13.64
      Van drivers,8212,205,8.32,-0.6,8.87,1.6,6.27,6.89,7.12,7.33,7.8,8.88,9.69,10.17,10.61,11.93
      Bus and coach drivers,8213,108,10,0.0,10.55,1.0,7.94,8.57,8.9,9.09,9.5,10.52,11.38,11.97,12.48,14.48
"      Taxi, cab drivers and chauffeurs",8214,12,9.22,6.0,10.3,7.2,6.2,6.99,7.25,7.48,8.43,10.53,11.73,12.09,12.43,x
      Driving instructors,8215,x,12.24,-1.1,11.75,-5.6,x,x,x,x,x,x,x,x,x,x
      Rail transport operatives,8216,12,14.97,10.8,15.2,5.9,9.7,11.49,12.5,12.95,14.01,15.78,17.39,18.07,18.3,x
"      Seafarers (merchant navy); barge, lighter and boat operatives",8217,x,12.15,-2.8,12.09,-5.5,x,x,x,x,11.15,13.13,x,x,x,x
      Air transport operatives,8218,12,11.04,-5.7,11.65,-5.5,7.5,8.71,9.31,9.7,10.45,12.14,13.44,13.8,14.17,x
      Transport operatives n.e.c.,8219,8,11.04,-6.2,11.4,-0.9,x,7.64,8.39,9.35,10.82,12.42,13.26,13.61,x,x
    Mobile Machine Drivers And Operatives,822,63,9.76,-2.3,10.43,2.0,7.06,7.9,8.25,8.66,9.36,10.48,11.42,11.91,12.37,13.82
      Crane drivers,8221,7,12,10.2,12.1,4.0,x,9.77,10.2,10.58,11.21,12.47,13.28,13.53,x,x
      Fork-lift truck drivers,8222,22,8.49,-1.7,9.01,-2.0,6.79,7.16,7.39,7.65,8.13,9.12,9.5,9.76,10.17,x
      Agricultural machinery drivers,8223,x,9.46,3.9,9.66,6.0,x,x,x,x,9.29,9.61,x,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,32,10.47,2.0,11.01,3.5,7.3,8.71,9.04,9.42,9.99,11.12,11.98,12.43,13.04,x
Elementary occupations,9,1548,7.88,-0.4,8.54,1.0,5.95,6.3,6.5,6.78,7.29,8.55,9.35,9.69,10.22,11.94
"   Elementary trades, plant and storage related occupations",91,768,8.24,0.8,8.85,1.2,6.11,6.61,6.92,7.14,7.69,8.83,9.56,10,10.52,12.13
    Elementary Agricultural Occupations,911,46,8.05,2.3,8.47,3.0,6.22,6.74,7,7.21,7.61,8.49,9.23,9.5,9.74,10.92
      Farm workers,9111,30,8.17,0.7,8.4,1.4,6.35,7,7.16,7.38,7.7,8.5,9.2,9.39,9.56,x
      Forestry workers,9112,3,10.89,6.2,11.22,6.1,x,x,9.48,9.94,10.21,11.81,12.91,x,x,x
      Fishing and agriculture related occupations n.e.c.,9119,13,7.31,3.8,8,5.6,6,6.28,6.36,6.58,7,7.75,8.32,8.64,9.17,x
    Elementary Construction Occupations,912,81,9.02,0.2,9.78,0.7,6.5,7.28,7.59,7.92,8.49,9.72,10.56,11.02,11.43,13.61
      Labourers in building and woodworking trades,9121,62,9.03,1.2,9.67,0.8,6.41,7.23,7.54,7.87,8.42,9.72,10.57,11.05,11.39,13.43
      Labourers in other construction trades n.e.c.,9129,20,9,-2.3,10.15,-1.2,6.94,7.48,7.62,8.03,8.59,9.61,10.48,10.95,11.46,x
    Elementary Process Plant Occupations,913,209,7.77,-0.2,8.44,-0.2,5.97,6.41,6.56,6.82,7.25,8.3,9,9.52,10.01,11.58
      Labourers in foundries,9131,x,9.26,3.2,9.54,2.4,x,x,x,7.79,8.71,9.6,9.76,x,x,x
      Industrial cleaning process occupations,9132,11,8.14,0.4,8.8,4.0,6.16,6.64,7.02,7.45,7.81,8.53,9,9.5,9.92,x
      Printing machine minders and assistants,9133,11,10.28,5.0,10.57,2.4,7.04,8.17,8.49,8.73,9.55,10.93,11.38,12.02,12.39,x
"      Packers, bottlers, canners, fillers",9134,75,7.13,0.1,7.96,-0.5,5.93,6.05,6.25,6.46,6.82,7.7,8.25,8.63,9.16,11.01
      Labourers in process and plant operations n.e.c.,9139,108,7.94,-1.4,8.49,-0.7,6.13,6.5,6.75,6.96,7.45,8.42,9.09,9.61,10.01,11.26
    Elementary Goods Storage Occupations,914,433,8.36,1.8,8.91,2.1,6.15,6.68,6.97,7.21,7.78,8.94,9.65,10.04,10.6,12.23
"      Stevedores, dockers and slingers",9141,5,11.79,2.8,11.53,-0.6,x,8.74,9.05,9.34,10.9,12.69,13.28,13.56,x,x
      Other goods handling and storage occupations n.e.c.,9149,428,8.35,1.8,8.88,2.2,6.14,6.65,6.96,7.2,7.76,8.91,9.61,10.01,10.53,12.16
   Elementary administration and service occupations,92,779,7.46,-0.5,8.23,0.8,5.93,6.09,6.25,6.47,6.94,8.12,9.1,9.51,9.85,11.73
    Elementary Administration Occupations,921,143,9.64,0.2,10.1,2.8,6.63,8.06,8.86,9.26,9.51,10.16,11.13,11.4,11.83,13.48
"      Postal workers, mail sorters, messengers, couriers",9211,116,9.96,1.5,10.69,6.1,8.83,9.34,9.51,9.51,9.64,10.89,11.34,11.79,12.16,13.62
      Elementary office occupations n.e.c.,9219,27,6.91,-4.1,7.48,-4.5,5.93,6,6.07,6.24,6.41,7.35,7.72,8.03,8.45,x
    Elementary Personal Services Occupations,922,262,6.35,0.4,6.86,0.3,5.9,5.93,5.93,5.99,6.14,6.64,7.08,7.33,7.62,8.67
      Hospital porters,9221,8,9.02,7.2,9.24,3.9,7.28,7.79,7.94,8.11,8.55,9.45,9.94,10.69,x,x
      Hotel porters,9222,x,7.18,4.1,7.01,0.0,x,x,x,x,x,7.51,x,x,x,x
      Kitchen and catering assistants,9223,152,6.33,-0.3,6.82,-0.2,5.58,5.93,5.93,5.98,6.15,6.66,7.14,7.38,7.67,8.62
"      Waiters, waitresses",9224,42,6.25,0.0,6.84,-0.6,x,x,x,5.93,6,6.5,6.98,7.16,7.39,x
      Bar staff,9225,49,6.25,3.9,6.65,2.9,5.93,x,5.93,5.98,6.09,6.5,6.75,6.91,7,x
      Leisure and theme park attendants,9226,7,6.14,-2.6,6.57,-0.6,x,x,5.93,5.93,6.03,6.44,6.53,x,x,x
      Elementary personal services occupations n.e.c.,9229,x,6.71,4.8,7.34,6.2,x,x,x,6.25,6.48,7.37,x,x,x,x
    Elementary Cleaning Occupations,923,201,7.21,0.1,7.65,-0.3,5.93,6.1,6.25,6.41,6.78,7.64,8.17,8.54,8.9,9.94
      Window cleaners,9231,x,7.75,-9.4,7.87,-18.9,x,x,x,x,x,7.95,x,x,x,x
      Road sweepers,9232,7,8.72,1.3,8.87,-0.1,x,7.97,8.14,8.33,8.59,8.84,9.01,9.22,x,x
"      Cleaners, domestics",9233,160,7,0.0,7.48,0.6,5.93,6.05,6.18,6.33,6.61,7.46,7.88,8.14,8.54,9.71
"      Launderers, dry cleaners, pressers",9234,11,6.28,0.5,6.69,-0.8,x,x,5.93,6,6.19,6.46,6.85,7.16,7.48,x
      Refuse and salvage occupations,9235,20,8.9,1.6,9,0.0,6.44,7.6,7.84,8.04,8.71,9.37,9.85,9.97,10.17,x
      Elementary cleaning occupations n.e.c.,9239,x,7.73,-4.5,8.13,-5.8,x,x,x,x,x,x,x,x,x,x
    Elementary Security Occupations,924,145,8.75,-0.3,9.41,1.3,6.42,6.95,7.2,7.46,8.06,9.72,11.01,11.71,12.36,13.74
      Security guards and related occupations,9241,126,8.83,0.4,9.49,1.8,6.5,7,7.26,7.5,8.19,9.84,11.14,11.9,12.58,13.83
      Traffic wardens,9242,x,9.78,-4.2,9.6,-11.1,x,x,x,x,x,x,x,x,x,x
      School crossing patrol attendants,9243,x,x,,13.49,18.0,x,x,x,x,x,x,x,x,x,x
      School mid-day assistants,9244,5,6.65,-12.7,7.25,-14.6,x,x,x,5.93,6.34,7.13,7.41,x,x,x
      Car park attendants,9245,7,7.96,-8.8,8.35,-5.5,x,6.54,6.74,6.87,7.37,8.75,9.16,9.67,x,x
      Elementary security occupations n.e.c.,9249,6,9.75,11.6,10.32,9.3,x,8.01,8.08,8.54,9.11,10.16,11.33,11.56,x,x
    Elementary Sales Occupations,925,28,7.87,6.0,8.21,5.2,6.47,6.88,7.03,7.17,7.54,8.41,8.87,8.97,9.16,x
      Shelf fillers,9251,26,7.98,6.8,8.29,5.7,6.48,6.9,7.06,7.24,7.58,8.51,8.89,8.99,9.18,x
      Elementary sales occupations n.e.c.,9259,x,6.89,2.5,7.43,0.3,x,x,x,x,6.72,7.18,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
