Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
    Mobile machine drivers and operatives,822,68,9.89,,10.48,,7.08,7.94,8.31,8.79,9.41,10.5,11.41,11.86,12.43,13.92
      Crane drivers,8221,7,11.96,,11.86,,x,9.41,9.75,10.18,10.91,12.32,13.09,13.38,x,x
      Fork-lift truck drivers,8222,21,8.6,,9.04,,6.74,7.15,7.33,7.49,8.08,9.21,9.6,9.77,10.17,x
      Agricultural machinery drivers,8223,x,9.45,,9.28,,x,x,x,x,9.04,9.57,x,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,39,10.36,,11.02,,7.31,8.76,9.08,9.41,9.98,11,11.78,12.41,12.95,x
    Other drivers and transport operatives,823,54,15.46,,15.95,,8.82,10.61,11,11.7,13.72,18.17,20.71,21.91,22.47,x
      Train and tram drivers,8231,21,22.35,,20.93,,14.38,19.34,20.67,20.69,21.86,23.16,x,x,23.26,x
      Marine and waterways transport operatives,8232,x,12.57,,12.37,,x,x,x,x,11.38,13.64,x,x,x,x
      Air transport operatives,8233,11,10.73,,11.38,,7.43,8.24,8.91,9.67,10.33,11.57,12.49,13.07,x,x
      Rail transport operatives,8234,11,15.53,,15.41,,9.04,11.34,12.42,12.95,14.8,16.44,17.67,18.01,18.62,x
      Other drivers and transport operatives n.e.c.,8239,8,11.62,,12.44,,x,9.64,10,10.38,10.92,12.62,13.84,14.14,x,x
Elementary occupations,9,1484,7.89,,8.57,,5.94,6.28,6.5,6.75,7.29,8.59,9.41,9.73,10.25,11.94
  Elementary trades and related occupations,91,319,8.17,,8.88,,6,6.5,6.77,7.03,7.6,8.84,9.61,10.02,10.61,12.45
    Elementary agricultural occupations,911,50,8.14,,8.47,,6.25,6.74,7,7.21,7.56,8.53,9.23,9.44,9.86,x
      Farm workers,9111,31,8,,8.34,,6.25,6.78,7.02,7.23,7.63,8.42,8.99,9.28,9.51,x
      Forestry workers,9112,4,10.52,,11.02,,x,8.5,8.78,9.39,10.16,11.17,12.38,x,x,x
      Fishing and other elementary agriculture occupations n.e.c.,9119,15,7.54,,8.14,,6.14,6.38,6.58,6.75,7.23,8.21,8.88,9.15,9.54,x
    Elementary construction occupations,912,70,9.08,,9.71,,6.49,7.21,7.5,7.87,8.34,9.68,10.55,11,11.46,13.49
      Elementary construction occupations,9120,70,9.08,,9.71,,6.49,7.21,7.5,7.87,8.34,9.68,10.55,11,11.46,13.49
    Elementary process plant occupations,913,199,7.93,,8.68,,5.93,6.34,6.53,6.8,7.3,8.59,9.43,9.89,10.45,12.22
      Industrial cleaning process occupations,9132,11,8.28,,8.53,,6.36,6.6,6.99,7.31,7.76,8.57,8.99,9.43,9.68,x
"      Packers, bottlers, canners and fillers",9134,83,7.37,,8.18,,5.93,6.1,6.25,6.5,6.91,7.95,8.59,9.16,9.77,11.87
      Elementary process plant occupations n.e.c.,9139,105,8.36,,9.09,,6.03,6.5,6.82,7,7.73,9.12,9.93,10.44,10.92,12.71
  Elementary administration and service occupations,92,1164,7.8,,8.48,,5.93,6.25,6.46,6.66,7.2,8.51,9.34,9.66,10.15,11.84
    Elementary administration occupations,921,153,9.56,,10.06,,6.5,7.87,8.72,9.26,9.51,10.01,10.98,11.18,11.67,13.23
"      Postal workers, mail sorters, messengers and couriers",9211,116,9.9,,10.7,,8.9,9.32,9.5,9.51,9.58,10.77,11.18,11.59,11.94,13.52
      Elementary administration occupations n.e.c.,9219,37,7.09,,7.98,,5.93,6.02,6.25,6.37,6.63,7.46,8.09,8.69,9.15,x
    Elementary cleaning occupations,923,198,7.28,,7.85,,5.93,6.14,6.29,6.46,6.84,7.69,8.31,8.72,9.17,10.45
      Window cleaners,9231,x,7.71,,8.6,,x,x,x,x,x,x,x,x,x,x
      Street cleaners,9232,6,8.83,,9,,x,8.02,8.2,8.41,8.69,9,9.27,9.39,x,x
      Cleaners and domestics,9233,139,7.01,,7.59,,5.93,6.09,6.24,6.37,6.64,7.46,7.85,8.14,8.66,10.05
"      Launderers, dry cleaners and pressers",9234,14,6.46,,7.21,,x,5.93,5.95,6.02,6.26,6.91,7.48,7.64,7.91,x
      Refuse and salvage occupations,9235,27,9.01,,9.44,,6.66,7.62,7.85,8.05,8.72,9.61,10.12,10.38,10.94,x
      Vehicle valeters and cleaners,9236,9,6.51,,6.83,,5.93,6,6.03,6.13,6.26,6.84,7.16,7.4,x,x
      Elementary cleaning occupations n.e.c.,9239,x,7.95,,8.39,,x,x,x,x,x,8.11,x,x,x,x
    Elementary security occupations,924,141,8.63,,9.37,,6.39,6.94,7.19,7.45,8.02,9.52,10.5,11.22,11.94,14.03
      Security guards and related occupations,9241,114,8.5,,9.26,,6.4,6.91,7.15,7.42,7.93,9.34,10.37,11.08,11.9,13.99
      Parking and civil enforcement occupations,9242,13,9.11,,9.44,,6.43,6.87,7.21,7.73,8.41,9.86,10.54,11.29,11.64,x
      School midday and crossing patrol occupations,9244,5,7.54,,9.2,,x,6.21,6.39,6.69,7.36,8.24,x,x,x,x
      Elementary security occupations n.e.c.,9249,9,10.47,,11.02,,7.83,8.35,8.68,9.08,9.89,11.1,12.03,12.82,x,x
    Elementary sales occupations,925,20,8.92,,8.9,,6.47,7.39,7.87,8.23,8.53,9.2,9.54,9.77,10,x
      Shelf fillers,9251,18,8.99,,9.06,,6.54,7.89,8.24,8.41,8.7,9.33,9.69,9.87,10.06,x
      Elementary sales occupations n.e.c.,9259,x,7.2,,7.76,,x,x,x,x,6.79,7.4,x,x,x,x
    Elementary storage occupations,926,393,8.29,,8.8,,6.1,6.6,6.9,7.15,7.72,8.87,9.56,9.95,10.44,12.02
      Elementary storage occupations,9260,393,8.29,,8.8,,6.1,6.6,6.9,7.15,7.72,8.87,9.56,9.95,10.44,12.02
    Other elementary services occupations,927,260,6.39,,6.93,,5.92,5.93,5.93,6,6.16,6.69,7.11,7.35,7.69,8.68
      Hospital porters,9271,6,8.78,,9.22,,7.47,7.69,8.09,8.12,8.47,9.18,9.76,10.1,x,x
      Kitchen and catering assistants,9272,143,6.34,,6.91,,5.7,5.93,5.93,5.98,6.16,6.65,7.15,7.4,7.75,8.64
      Waiters and waitresses,9273,45,6.24,,6.77,,x,x,5.93,5.95,6.02,6.52,6.98,7.16,7.35,x
      Bar staff,9274,51,6.25,,6.7,,x,x,5.93,5.99,6.09,6.5,6.75,6.98,7.01,x
      Leisure and theme park attendants,9275,8,6.46,,6.99,,x,x,x,5.94,6.08,6.78,7.12,7.27,x,x
      Other elementary services occupations n.e.c.,9279,8,7.15,,7.66,,x,6.26,6.44,6.57,6.85,7.57,7.86,8,x,x
Not Classified,,:,,,,,,,,,,,,,,
