Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
      Paper and wood machine operatives,8121,14,11.32,10.1,11.95,10.8,8.91,9.86,10,10.16,10.66,12.18,12.91,13.02,13.57,x
      Coal mine operatives,8122,x,11.6,,13.34,-6.7,x,x,x,x,x,x,x,x,x,x
      Quarry workers and related operatives,8123,x,13.08,,14.3,-3.5,x,x,x,x,12.46,13.88,x,x,x,x
      Energy plant operatives,8124,6,15.85,-6.0,16.15,-5.9,x,x,13.29,13.65,14.66,17.24,17.74,x,x,x
      Metal working machine operatives,8125,17,11.39,9.0,12.05,7.3,8.91,9.72,9.98,10.19,10.91,12.05,13.5,13.98,14.28,x
      Water and sewerage plant operatives,8126,9,14.61,3.3,14.29,1.3,x,11.27,11.52,12.41,13.68,15.26,15.95,16.14,x,x
      Printing machine assistants,8127,14,10.93,2.8,11.93,2.6,8.67,9.37,9.73,9.99,10.49,12.16,12.8,13.14,13.99,x
      Plant and machine operatives n.e.c.,8129,10,12.13,11.2,12.36,6.5,x,10.1,10.24,10.68,11.35,12.59,13.23,13.6,x,x
    Assemblers and routine operatives,813,186,11.3,3.6,12.37,3.7,8.98,9.45,9.68,9.97,10.62,12.18,13.26,14.1,15.19,17.45
      Assemblers (electrical and electronic products),8131,25,10.87,1.2,11.59,3.1,8.91,9.35,9.47,9.66,10.19,11.6,12.22,12.87,13.5,x
      Assemblers (vehicles and metal goods),8132,26,14.23,-2.6,14.56,1.7,9.46,10.02,10.5,10.92,11.74,15.67,16.86,17.63,18.53,x
      Routine inspectors and testers,8133,41,13.03,4.0,13.71,0.3,9.42,9.99,10.5,10.96,11.99,14.36,15.51,16.42,16.9,x
"      Weighers, graders and sorters",8134,x,11.29,6.3,11.94,0.5,x,x,x,x,10.64,11.73,x,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,14,10.45,11.0,10.97,9.7,8.89,8.93,9.1,9.41,9.76,11.3,12.22,12.51,x,x
      Sewing machinists,8137,11,9.32,6.5,9.93,9.2,8.06,x,8.91,9,9.06,9.83,10.27,10.48,x,x
      Assemblers and routine operatives n.e.c.,8139,66,11.01,6.2,11.71,6.3,8.98,9.39,9.61,9.89,10.35,11.55,12.3,12.68,13.31,15.49
    Construction operatives,814,106,12.9,5.1,13.74,7.2,9.25,10.37,10.78,11.16,12.05,14.09,15.06,15.86,16.98,18.98
"      Scaffolders, stagers and riggers",8141,13,16.97,21.7,16.31,19.3,9.82,12.5,12.93,13.69,15.97,17.71,18.82,19.22,19.77,x
      Road construction operatives,8142,18,12.66,-0.3,13.52,1.7,9.64,10.44,10.76,11.02,12.04,13.37,14.34,15.07,15.85,x
      Rail construction and maintenance operatives,8143,11,16.14,-1.8,16.59,-0.4,11.59,13.36,14.38,14.53,15.43,17.34,18.21,18.48,x,x
      Construction operatives n.e.c.,8149,64,12.05,4.8,12.75,4.5,9,9.99,10.38,10.77,11.45,12.94,14,14.35,14.9,x
  Transport and mobile machine drivers and operatives,82,581,12.11,6.3,13.51,7.5,9.23,10,10.4,10.74,11.42,12.98,14.07,14.68,15.55,18.78
    Road transport drivers,821,466,11.74,6.1,12.44,7.5,9.11,9.85,10.13,10.52,11.14,12.52,13.3,13.87,14.42,16.4
      Large goods vehicle drivers,8211,183,12.64,7.0,13.06,7.2,10,10.91,11.15,11.46,12,13.17,14.09,14.49,15.13,16.85
      Van drivers,8212,195,10.7,7.2,11.77,10.8,8.91,9.17,9.4,9.59,10.07,11.36,12.26,12.87,13.72,15.36
      Bus and coach drivers,8213,81,12,2.5,12.45,2.4,9.44,10.43,10.76,11,11.49,12.77,13.28,13.74,14.42,16.24
      Taxi and cab drivers and chauffeurs,8214,5,9.99,3.1,11.24,3.9,x,x,8.94,9,9.8,10.98,11.71,x,x,x
      Driving instructors,8215,x,13.38,,15.65,6.1,x,x,x,x,x,x,x,x,x,x
    Mobile machine drivers and operatives,822,63,12.5,6.5,13.54,6.2,9.65,10.42,10.66,11.06,11.8,13.42,14.33,15.15,15.91,17.49
      Crane drivers,8221,5,14.4,2.7,16.17,8.7,x,x,11.58,11.88,13.17,16.11,x,x,x,x
      Fork-lift truck drivers,8222,21,11.31,-2.1,11.81,-0.8,9.42,10,10.25,10.51,10.9,11.89,12.61,13.11,13.52,x
      Agricultural machinery drivers,8223,x,11.34,0.0,12.19,4.1,x,x,x,x,11.16,12.17,x,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,33,13.4,13.8,14.22,9.3,9.67,10.69,11.14,11.85,12.5,14.27,15.51,16.1,16.86,x
    Other drivers and transport operatives,823,52,23.92,-6.4,24.04,2.8,12.21,15.36,16.71,17.86,20.72,29.81,31.76,31.78,32.19,x
      Train and tram drivers,8231,27,31.78,5.5,29.93,3.9,17.43,26.04,28.21,29.81,31.02,31.81,32.97,33.51,35.17,x
      Marine and waterways transport operatives,8232,x,13.34,10.2,14.65,11.4,x,x,x,x,11.61,16,x,x,x,x
      Air transport operatives,8233,x,12.04,1.2,13.06,1.7,x,x,x,10.45,11.71,12.91,x,x,x,x
      Rail transport operatives,8234,14,20.6,2.6,20.86,1.8,14.32,15.91,16.9,17.54,18.55,21.51,22.71,23.53,x,x
      Other drivers and transport operatives n.e.c.,8239,5,16.28,,17.45,46.4,x,x,12.98,13.82,14.93,18.19,x,x,x,x
Elementary occupations,9,1358,10.37,5.1,11.3,1.4,8.69,9,9.18,9.37,9.82,11.06,12.05,12.69,13.05,15.13
  Elementary trades and related occupations,91,303,10.34,4.6,11.16,5.6,8.91,9.04,9.26,9.43,9.89,10.93,11.73,12.16,12.68,14.28
    Elementary agricultural occupations,911,49,10.11,2.9,10.75,5.1,8.91,9.02,9.2,9.36,9.75,10.56,11.29,11.58,12.06,x
      Farm workers,9111,31,10.1,2.4,10.61,3.9,8.51,9,9.18,9.39,9.76,10.62,11.25,11.57,12.01,x
      Forestry workers,9112,x,12.31,2.7,12.9,3.3,x,x,x,x,x,12.96,x,x,x,x
      Fishing and other elementary agriculture occupations n.e.c.,9119,15,9.96,4.4,10.76,7.5,8.91,8.98,9.07,9.25,9.53,10.41,10.84,11.38,11.87,x
    Elementary construction occupations,912,66,11.14,10.8,12.21,14.9,8.71,9.3,9.73,10,10.5,11.94,12.79,13.24,13.9,x
      Elementary construction occupations,9120,66,11.14,10.8,12.21,14.9,8.71,9.3,9.73,10,10.5,11.94,12.79,13.24,13.9,x
    Elementary process plant occupations,913,189,10.14,2.9,10.9,2.1,8.91,9,9.2,9.33,9.74,10.71,11.48,11.9,12.45,14.06
      Industrial cleaning process occupations,9132,15,10.03,3.1,10.71,4.5,8.99,9.28,9.38,9.45,9.8,10.55,10.94,11.3,11.55,x
"      Packers, bottlers, canners and fillers",9134,82,9.93,4.2,10.53,2.6,8.91,9,9.11,9.25,9.5,10.4,11.06,11.47,11.92,13.14
      Elementary process plant occupations n.e.c.,9139,92,10.46,1.6,11.26,0.9,8.91,9,9.26,9.5,10,11.14,11.98,12.53,13.21,15
  Elementary administration and service occupations,92,1055,10.37,5.5,11.35,0.0,8.5,8.99,9.16,9.35,9.8,11.11,12.2,12.75,13.16,15.37
    Elementary administration occupations,921,140,13.02,21.4,13.62,21.1,10.08,12.43,12.72,12.75,12.76,13.67,14.57,15,15.4,17.01
"      Postal workers, mail sorters, messengers and couriers",9211,126,13.28,8.8,14.04,17.4,11.97,12.75,12.75,12.75,12.88,13.82,14.77,15.13,15.69,17.11
      Elementary administration occupations n.e.c.,9219,14,9.39,0.1,9.74,-1.4,x,8.15,8.77,8.91,9,9.95,10.16,10.42,x,x
    Elementary cleaning occupations,923,159,9.62,2.0,10.21,,8.89,8.92,9,9.12,9.37,10,10.45,10.75,11.07,12.38
      Window cleaners,9231,x,10.09,12.9,10.19,14.3,x,x,x,x,x,x,x,x,x,x
      Street cleaners,9232,6,10.62,1.3,11.01,2.8,x,9.7,x,10.05,10.2,10.74,11.26,x,x,x
      Cleaners and domestics,9233,110,9.5,1.8,10.1,,8.83,8.91,9,9.02,9.26,9.81,10.33,10.73,10.97,12.34
"      Launderers, dry cleaners and pressers",9234,9,9.21,5.6,9.42,6.7,x,x,x,8.91,9.12,9.34,9.6,9.7,x,x
      Refuse and salvage occupations,9235,23,10.35,1.1,11.04,5.0,9.01,9.49,9.72,9.81,10.11,10.58,11.08,11.52,12.03,x
      Vehicle valeters and cleaners,9236,10,9.24,6.0,9.69,11.7,8.35,x,8.91,8.91,8.97,9.47,9.93,10.05,x,x
      Elementary cleaning occupations n.e.c.,9239,x,9.45,-2.4,9.62,-3.6,x,x,x,x,x,x,x,x,x,x
    Elementary security occupations,924,103,10.92,0.6,11.48,-0.6,8.93,9.43,9.6,9.91,10.4,11.58,12.46,12.93,13.44,14.86
      Security guards and related occupations,9241,86,10.94,-0.1,11.49,-1.0,8.94,9.4,9.56,9.89,10.38,11.61,12.53,13.05,13.76,15.28
      Parking and civil enforcement occupations,9242,10,11.37,6.1,11.81,6.1,x,10.01,10.43,10.67,11.04,11.7,12.42,12.69,x,x
      School midday and crossing patrol occupations,9244,x,9.59,-7.0,9.69,-13.5,x,x,x,x,x,x,x,x,x,x
      Elementary security occupations n.e.c.,9249,5,9.98,2.2,11.12,-3.3,x,x,x,9.35,9.75,10.71,x,x,x,x
    Elementary sales occupations,925,11,9.93,2.6,10.1,1.3,x,9.21,9.27,9.3,9.66,10,10.34,10.61,x,x
      Shelf fillers,9251,11,9.92,2.0,10.1,0.8,x,9.18,9.26,9.3,9.52,9.99,10.33,10.61,x,x
      Elementary sales occupations n.e.c.,9259,x,10.16,5.0,10.09,5.4,x,x,x,x,x,x,x,x,x,x
    Elementary storage occupations,926,456,10.77,4.9,11.92,7.8,8.92,9.29,9.5,9.71,10.19,11.46,12.29,12.82,13.68,17.16
      Elementary storage occupations,9260,456,10.77,4.9,11.92,7.8,8.92,9.29,9.5,9.71,10.19,11.46,12.29,12.82,13.68,17.16
    Other elementary services occupations,927,187,8.91,2.2,9,6.1,6.8,7.36,7.6,8,8.7,9.04,9.42,9.63,9.94,11
      Hospital porters,9271,x,10.56,-2.0,11.81,7.9,x,x,x,x,x,10.91,x,x,x,x
      Kitchen and catering assistants,9272,113,9,3.2,9.14,5.6,7.02,7.61,8.01,8.44,8.91,9.23,9.55,9.8,10.21,11.38
      Waiters and waitresses,9273,33,8.55,7.4,8.63,12.0,6.57,6.96,7.03,7.2,7.78,8.91,9.12,9.27,9.38,x
      Bar staff,9274,31,8.36,2.2,8.69,4.6,6.57,7.13,7.3,7.52,7.91,8.73,8.93,9,9.39,x
      Leisure and theme park attendants,9275,x,8.76,8.2,8.68,3.5,x,x,x,7.68,8.49,x,8.96,x,x,x
      Other elementary services occupations n.e.c.,9279,x,9.25,6.1,9.59,9.9,x,x,8.12,8.56,8.88,9.72,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
