Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
   Bus and coach drivers,8212,51,31038,9.6,32529,12.5,x,25028,26045,27230,29292,33673,36496,37984,40497,x
   Taxi and cab drivers and chauffeurs,8213,x,x,,26460,14.5,x,x,x,x,x,x,x,x,x,x
   Delivery drivers and couriers,8214,52,25209,6.7,25797,2.8,x,21129,21782,22542,23591,27249,28986,30236,31401,x
   Driving instructors,8215,x,x,,34487,-36.7,x,x,x,x,x,x,x,x,x,x
   Road transport drivers n.e.c.,8219,86,27393,9.1,29159,7.3,20230,21855,22603,23511,25706,29636,32936,34618,36451,41062
  Mobile Machine Drivers and Operatives,822,59,29635,0.7,31423,-0.7,x,23758,24523,25627,27548,32412,35547,37449,x,x
   Crane drivers,8221,x,42180,20.2,42700,9.9,x,x,x,x,39053,45151,x,x,x,x
   Fork-lift truck drivers,8222,x,27225,3.2,27904,2.1,x,x,x,x,x,28914,x,x,x,x
   Mobile machine drivers and operatives n.e.c.,8229,37,30684,-3.6,31884,-4.7,x,x,x,25927,28480,33480,36294,x,x,x
  Other Drivers and Transport Operatives,823,37,53187,5.8,52554,5.2,26433,32758,36684,39431,47192,58695,65325,67884,69074,x
   Train and tram drivers,8231,21,64348,9.3,62270,5.3,39246,51191,53461,55473,59336,67795,69096,70814,72011,x
   Marine and waterways transport operatives,8232,x,x,,35633,-5.0,x,x,x,x,x,x,x,x,x,x
   Air transport operatives,8233,x,27642,1.9,27783,-0.1,x,x,x,23079,26213,29222,x,x,x,x
   Rail transport operatives,8234,7,48550,-2.4,50149,-1.1,x,37180,38556,40901,45115,51947,54594,x,x,x
   Other drivers and transport operatives n.e.c.,8239,x,x,,31834,,x,x,x,x,x,x,x,x,x,x
Elementary occupations,9,986,24406,5.0,25189,4.0,17129,19821,20700,21465,22874,25976,27948,29157,30518,34694
 Elementary trades and related occupations,91,167,24414,3.3,25525,1.9,17913,19907,20669,21465,22836,26010,27727,28808,30629,35281
  Elementary Agricultural Occupations,911,29,25353,4.5,25892,4.6,18313,20277,21189,21928,23117,26785,27846,29465,30513,x
   Farm workers,9111,18,26096,5.4,26755,4.0,18881,20515,21812,22713,24374,27292,29386,30241,31559,x
   Forestry and related workers,9112,x,x,,26675,6.0,x,x,x,x,x,x,x,x,x,x
   Fishing and other elementary agriculture occupations n.e.c.,9119,9,23593,6.1,24036,8.6,x,19223,19868,20298,21942,24273,26392,x,x,x
  Elementary Construction Occupations,912,39,26185,,27989,3.9,18806,21332,22348,23144,24564,27994,30736,32211,34642,x
   Groundworkers,9121,10,35212,11.3,35918,5.5,x,28656,30019,31256,32619,37338,39039,39984,x,x
   Elementary construction occupations n.e.c.,9129,29,24410,4.7,25129,3.3,17943,20235,21045,22050,23318,25594,27514,27987,28708,x
  Elementary Process Plant Occupations,913,99,23455,2.0,24442,0.3,17585,19406,20208,20790,22068,24977,26848,27613,28837,x
   Industrial cleaning process occupations,9131,9,22630,4.1,23839,-0.1,x,19505,19855,20466,21470,23823,25686,x,x,x
"   Packers, bottlers, canners and fillers",9132,58,22952,0.7,23768,0.0,x,19242,19952,20522,21763,24248,25797,26865,27478,x
   Elementary process plant occupations n.e.c.,9139,32,25206,6.2,25869,2.1,18294,19921,20693,21535,23343,26913,29239,30086,32121,x
 Elementary administration and service occupations,92,819,24403,5.6,25120,4.6,16955,19803,20701,21464,22889,25963,28010,29181,30515,34592
  Elementary Administration Occupations,921,102,27734,-2.5,28771,-2.0,21891,24642,25106,25535,26440,29396,31010,31951,33185,37151
"   Postal workers, mail sorters and messengers",9211,90,28681,-1.3,29641,-2.3,23749,25184,25628,26074,27250,29940,31519,32519,33605,37634
   Elementary administration occupations n.e.c.,9219,12,21808,9.3,22104,3.4,x,17911,18658,19791,20541,22882,24096,25103,x,x
  Elementary Cleaning Occupations,922,124,21830,8.0,22099,8.5,16311,18351,19112,19670,20647,23046,24335,25226,25975,28748
   Window cleaners,9221,x,x,,21195,-6.9,x,x,x,x,x,x,x,x,x,x
   Street cleaners,9222,x,24131,10.2,25250,10.9,x,x,x,x,23513,25148,x,x,x,x
   Cleaners and domestics,9223,86,21058,9.2,21560,9.4,15807,17630,18403,19104,20021,22228,23845,24656,25786,x
"   Launderers, dry cleaners and pressers",9224,7,19612,11.1,20238,9.0,x,18044,18251,18375,19052,20295,21248,x,x,x
   Refuse and salvage occupations,9225,17,23768,7.7,24596,7.7,20588,22090,22428,22884,23161,25104,25940,26377,27007,x
   Vehicle valeters and cleaners,9226,8,22796,4.7,22514,2.2,x,19956,20220,20574,21767,23922,24701,x,x,x
   Elementary cleaning occupations n.e.c.,9229,x,x,,24127,5.8,x,x,x,x,x,x,x,x,x,x
  Elementary Security Occupations,923,70,28177,6.6,28209,5.6,x,x,x,x,26119,29979,31816,x,x,x
   Security guards and related occupations,9231,69,28216,6.5,28299,5.5,x,x,x,x,26172,29999,31842,x,x,x
   School midday and crossing patrol occupations,9232,x,x,,21328,3.6,x,x,x,x,x,x,x,x,x,x
   Exam invigilators,9233,..,,,,,,,,,,,,,,
  Elementary Sales Occupations,924,x,x,,22538,-5.8,x,x,x,x,x,x,x,x,x,x
   Shelf fillers,9241,x,x,,22171,-4.8,x,x,x,x,x,x,x,x,x,x
   Elementary sales occupations n.e.c.,9249,..,,,,,,,,,,,,,,
  Elementary Storage Occupations,925,401,25135,5.7,26213,4.8,18900,21022,21697,22389,23635,26789,28865,30152,31370,35984
   Elementary storage supervisors,9251,24,27647,2.1,28764,2.6,21160,23077,24263,24686,26229,29069,30565,31744,33850,x
   Warehouse operatives,9252,365,24945,6.1,26073,5.5,18762,20853,21569,22275,23456,26580,28758,29973,31288,35815
   Delivery operatives,9253,8,22193,-10.0,22766,-10.8,x,x,21188,21320,21837,24067,25968,x,x,x
   Elementary storage occupations n.e.c.,9259,x,28875,4.1,29679,10.7,x,x,x,25690,28033,30530,x,x,x,x
  Other Elementary Services Occupations,926,119,20028,10.9,19685,9.2,12426,15120,16054,17098,18596,21232,22428,23112,23890,25960
   Bar and catering supervisors,9261,14,21617,6.9,21919,8.8,x,18204,19035,19548,20540,23022,23927,24528,x,x
   Hospital porters,9262,x,x,,24846,22.6,x,x,x,x,x,x,x,x,x,x
   Kitchen and catering assistants,9263,62,20126,10.1,19762,7.5,12791,15488,16430,17201,18642,21235,22444,23125,23963,x
   Waiters and waitresses,9264,17,18426,7.7,18031,9.5,x,13109,13995,14523,17074,19726,21003,21722,x,x
   Bar staff,9265,13,18103,,18052,8.0,x,13971,14542,14893,16470,19989,21000,22102,x,x
   Coffee shop workers,9266,x,19727,,19694,,x,x,x,x,x,20440,x,x,x,x
   Leisure and theme park attendants,9267,x,17860,,17800,27.8,x,x,x,x,15459,19851,x,x,x,x
   Other elementary services occupations n.e.c.,9269,x,22008,12.1,23114,5.7,x,x,x,19955,21436,22402,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
