Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
      Rail construction and maintenance operatives,8143,14,12.04,-12.0,12.93,-9.9,9.83,10.44,10.61,10.95,11.53,12.55,13.33,14.06,14.85,x
      Construction operatives n.e.c.,8149,72,11.63,-1.3,12.46,1.3,7.53,8.65,9.14,9.78,10.89,12.71,13.86,14.5,15.46,17.27
   Transport and mobile machine drivers and operatives,82,626,9.5,1.9,9.89,0.4,6.89,7.66,8.01,8.3,8.87,10.18,10.83,11.33,11.86,13.47
    Transport Drivers And Operatives,821,557,9.46,1.8,9.85,0.3,6.83,7.62,8,8.28,8.85,10.13,10.79,11.31,11.85,13.47
      Heavy goods vehicle drivers,8211,199,9.95,1.7,10.16,1.2,7.62,8.29,8.49,8.72,9.29,10.47,11.07,11.49,11.98,13.46
      Van drivers,8212,206,8.38,1.4,8.73,0.6,6.25,6.83,7.08,7.31,7.8,8.98,9.67,10,10.3,11.54
      Bus and coach drivers,8213,102,10,4.7,10.45,2.2,7.74,8.33,8.59,8.89,9.4,10.55,11.46,11.96,12.3,14.5
"      Taxi, cab drivers and chauffeurs",8214,13,8.7,9.4,9.61,3.8,6.19,6.52,6.82,6.97,7.56,9.87,11.27,11.48,x,x
      Driving instructors,8215,x,12.38,5.5,12.44,2.3,x,x,x,x,x,x,x,x,x,x
      Rail transport operatives,8216,13,13.51,-21.0,14.36,-16.9,10.14,11.11,11.71,12.08,12.67,14.39,15.47,16.41,17.36,x
"      Seafarers (merchant navy); barge, lighter and boat operatives",8217,x,12.5,8.4,12.79,8.6,x,x,x,x,12.22,x,x,x,x,x
      Air transport operatives,8218,11,11.71,3.4,12.33,5.6,8.82,9.86,10.05,10.19,11.05,12.91,13.46,14.13,15.41,x
      Transport operatives n.e.c.,8219,8,11.77,0.6,11.5,-0.1,x,8.38,8.78,9.49,10.54,12.78,13.13,13.32,x,x
    Mobile Machine Drivers And Operatives,822,70,9.99,5.3,10.22,1.6,7.14,8,8.2,8.5,9.07,10.34,11.12,11.48,11.98,13.45
      Crane drivers,8221,8,10.89,-1.0,11.63,0.2,x,9.13,9.81,10.12,10.36,11.47,12.34,12.56,x,x
      Fork-lift truck drivers,8222,23,8.63,4.8,9.19,2.9,6.85,7.48,7.66,7.88,8.19,9.01,9.78,10.2,10.77,x
      Agricultural machinery drivers,8223,x,9.1,0.9,9.11,0.0,x,x,x,7.87,8.3,9.37,9.93,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,35,10.26,-0.9,10.64,0.3,7.69,8.38,8.8,9.07,10,10.9,11.51,11.97,12.33,x
Elementary occupations,9,1528,7.91,1.4,8.46,1.3,5.88,6.29,6.5,6.77,7.33,8.54,9.22,9.64,10.11,11.58
"   Elementary trades, plant and storage related occupations",91,761,8.17,1.3,8.74,1.7,6.01,6.57,6.85,7.11,7.67,8.73,9.41,9.85,10.34,11.92
    Elementary Agricultural Occupations,911,48,7.87,-1.2,8.22,0.6,6,6.4,6.7,6.95,7.42,8.36,8.75,9.22,9.6,10.83
      Farm workers,9111,28,8.12,1.7,8.28,2.2,6.2,6.69,6.9,7.18,7.63,8.5,8.84,9.14,9.48,x
      Forestry workers,9112,4,10.25,5.7,10.57,6.5,x,x,8.2,9.18,9.94,11.12,11.8,x,x,x
      Fishing and agriculture related occupations n.e.c.,9119,16,7.04,-1.4,7.58,-2.5,5.81,6,6.25,6.39,6.63,7.52,8.1,8.36,8.59,x
    Elementary Construction Occupations,912,90,9,1.6,9.71,2.5,6.25,7.31,7.64,7.83,8.42,9.5,10.2,10.85,11.5,13.52
      Labourers in building and woodworking trades,9121,73,8.92,1.4,9.59,1.7,6.16,7.17,7.5,7.8,8.3,9.5,10.13,10.73,11.41,13.38
      Labourers in other construction trades n.e.c.,9129,17,9.21,3.4,10.27,5.9,7,7.58,7.79,8.16,8.7,9.79,10.54,11.1,12.01,x
    Elementary Process Plant Occupations,913,196,7.78,-0.1,8.45,1.1,5.9,6.34,6.57,6.78,7.26,8.34,9.18,9.61,10.13,11.46
      Labourers in foundries,9131,x,8.97,-1.6,9.32,4.4,x,x,x,7.82,8.59,9.27,x,x,x,x
      Industrial cleaning process occupations,9132,11,8.11,2.1,8.46,1.2,5.98,6.38,6.58,6.95,7.55,8.45,9.09,9.41,9.88,x
      Printing machine minders and assistants,9133,12,9.79,-1.4,10.32,-2.0,6.49,7.24,7.78,8.06,8.97,10.52,11.11,11.84,12.88,x
"      Packers, bottlers, canners, fillers",9134,75,7.13,-0.5,8,2.7,5.82,6.06,6.26,6.45,6.75,7.75,8.29,8.74,9.5,10.83
      Labourers in process and plant operations n.e.c.,9139,95,8.05,0.8,8.55,0.8,5.97,6.55,6.8,7.01,7.54,8.6,9.35,9.7,10.2,11.29
    Elementary Goods Storage Occupations,914,428,8.22,1.7,8.73,1.9,6.07,6.63,6.91,7.18,7.72,8.75,9.37,9.82,10.33,11.94
"      Stevedores, dockers and slingers",9141,5,11.47,2.9,11.6,-1.3,x,8.85,9.03,9.11,11.09,12.45,13.22,x,x,x
      Other goods handling and storage occupations n.e.c.,9149,423,8.2,1.7,8.69,2.0,6.06,6.63,6.9,7.16,7.7,8.73,9.33,9.76,10.24,11.82
   Elementary administration and service occupations,92,767,7.5,0.9,8.16,0.9,5.8,6.09,6.29,6.49,7,8.28,9.04,9.43,9.91,11.27
    Elementary Administration Occupations,921,148,9.62,0.0,9.82,-1.5,7.34,8.69,8.85,9,9.27,10.04,10.48,10.77,11.06,11.97
"      Postal workers, mail sorters, messengers, couriers",9211,129,9.81,0.0,10.07,-2.3,8.62,8.99,9.08,9.21,9.48,10.2,10.62,10.88,11.18,11.99
      Elementary office occupations n.e.c.,9219,19,7.21,6.7,7.83,3.1,5.8,6.1,6.22,6.4,6.91,7.66,8.03,8.44,8.7,x
    Elementary Personal Services Occupations,922,245,6.33,1.7,6.84,2.7,5.79,5.8,5.82,5.92,6.07,6.69,7.14,7.37,7.69,8.71
      Hospital porters,9221,8,8.41,0.8,8.89,2.3,7.12,7.43,7.65,7.73,7.97,9,9.47,9.75,x,x
      Hotel porters,9222,x,6.9,5.5,7.01,0.9,x,x,x,x,6.73,7.36,x,x,x,x
      Kitchen and catering assistants,9223,134,6.35,1.6,6.84,3.0,5.78,5.8,5.85,5.94,6.1,6.75,7.23,7.47,7.74,8.74
"      Waiters, waitresses",9224,42,6.25,4.8,6.88,4.6,5.78,x,5.8,5.83,6,6.64,7,7.23,7.48,x
      Bar staff,9225,46,6.01,0.2,6.46,0.9,5.78,x,x,5.8,5.96,6.27,6.54,6.73,6.95,x
      Leisure and theme park attendants,9226,7,6.3,3.4,6.61,2.6,5.8,5.85,5.99,6,6.08,6.5,6.67,6.8,x,x
      Elementary personal services occupations n.e.c.,9229,5,6.41,4.4,6.91,4.4,x,x,5.84,5.96,6.08,6.95,7.64,x,x,x
    Elementary Cleaning Occupations,923,206,7.2,2.8,7.67,2.7,5.8,6.06,6.25,6.38,6.77,7.64,8.29,8.61,8.93,10.02
      Window cleaners,9231,x,8.55,-0.4,9.7,11.5,x,x,x,x,x,x,x,x,x,x
      Road sweepers,9232,10,8.61,1.1,8.88,1.3,7,7.48,7.72,8,8.4,8.77,9.07,9.27,9.53,x
"      Cleaners, domestics",9233,157,7,3.5,7.44,3.6,5.8,6,6.17,6.3,6.59,7.35,7.86,8.12,8.58,9.83
"      Launderers, dry cleaners, pressers",9234,12,6.25,0.3,6.75,-0.4,x,5.8,5.84,5.9,6.07,6.42,6.85,7.03,7.42,x
      Refuse and salvage occupations,9235,24,8.76,0.5,8.99,-0.1,6.69,7.62,7.8,8.14,8.51,9.19,9.79,9.91,10.14,x
      Elementary cleaning occupations n.e.c.,9239,x,8.09,1.2,8.63,-7.4,x,x,x,x,x,x,x,x,x,x
    Elementary Security Occupations,924,136,8.78,2.5,9.3,2.9,6.4,6.89,7.16,7.48,8.08,9.72,10.8,11.54,12.02,13.17
      Security guards and related occupations,9241,118,8.8,3.5,9.32,3.0,6.4,6.88,7.15,7.49,8.08,9.85,11.04,11.65,12.24,13.2
      Traffic wardens,9242,x,10.21,0.4,10.8,3.1,x,x,x,x,x,x,x,x,x,x
      School crossing patrol attendants,9243,x,x,,11.43,,x,x,x,x,x,x,x,x,x,x
      School mid-day assistants,9244,4,7.62,5.8,8.48,7.8,x,x,6.8,6.9,7.1,8.26,9.17,x,x,x
      Car park attendants,9245,7,8.73,1.1,8.84,1.7,x,6.69,6.75,7.01,7.85,9.44,9.82,10.43,x,x
      Elementary security occupations n.e.c.,9249,7,8.74,0.2,9.44,5.2,x,7.6,7.71,7.98,8.33,9.42,9.86,10.35,x,x
    Elementary Sales Occupations,925,33,7.43,-7.0,7.8,-4.1,6.33,6.65,6.73,6.9,7.16,7.85,8.34,8.51,8.75,x
      Shelf fillers,9251,30,7.48,-7.4,7.84,-4.0,6.33,6.67,6.77,6.99,7.2,7.93,8.36,8.53,8.75,x
      Elementary sales occupations n.e.c.,9259,x,6.72,-3.2,7.41,-7.3,x,x,x,x,6.52,7.21,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
