Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
    Construction Operatives,814,126,11.58,1.3,12.3,-0.1,7.42,8.73,9.31,9.84,10.65,12.49,13.81,14.35,15.23,17.13
"      Scaffolders, stagers, riggers",8141,15,13.75,5.3,13.81,2.4,8.62,9.38,9.89,10.79,11.95,14.78,15.43,16.03,x,x
      Road construction operatives,8142,24,11.08,7.7,11.41,3.8,7.2,8.93,9.27,9.49,10.31,11.79,12.33,12.75,13.69,x
      Rail construction and maintenance operatives,8143,12,12.75,6.9,13.75,6.6,9.76,10.57,10.81,11.18,12.15,13.22,14.39,15.32,x,x
      Construction operatives n.e.c.,8149,75,11.27,-1.5,12.05,-3.1,7.15,8.29,8.75,9.39,10.31,12.21,13.68,14.24,15,16.93
   Transport and mobile machine drivers and operatives,82,708,9.3,0.1,9.91,0.9,6.5,7.3,7.63,8.01,8.63,9.99,10.7,11.18,11.79,13.51
    Transport Drivers And Operatives,821,642,9.23,-0.2,9.86,0.9,6.47,7.25,7.58,7.99,8.57,9.93,10.66,11.09,11.71,13.47
      Heavy goods vehicle drivers,8211,197,9.95,0.9,10.34,1.6,7.7,8.39,8.65,8.91,9.45,10.55,11.29,11.68,12.08,13.62
      Van drivers,8212,265,7.96,-1.1,8.7,0.7,6,6.5,6.72,7,7.45,8.5,9.26,9.69,10.2,11.54
      Bus and coach drivers,8213,122,9.93,1.0,10.45,0.5,7.49,8.29,8.58,8.95,9.4,10.37,11.04,11.73,12.34,14.35
"      Taxi, cab drivers and chauffeurs",8214,19,8.29,7.3,9.8,6.6,5.93,6.21,6.63,6.95,7.48,9.12,10.53,11.66,11.93,x
      Driving instructors,8215,x,11.16,-9.6,11.48,-7.0,x,x,x,x,x,12.27,x,x,x,x
      Rail transport operatives,8216,12,14.94,10.9,15.16,6.4,9.69,11.36,12.46,12.87,13.97,15.72,17.35,18.06,18.29,x
"      Seafarers (merchant navy); barge, lighter and boat operatives",8217,x,12.15,-2.1,12.09,-3.2,x,x,x,x,11.15,13.13,x,x,x,x
      Air transport operatives,8218,13,11.02,-5.2,11.61,-5.1,7.47,8.32,9.11,9.7,10.44,11.81,13.23,13.71,14.11,x
      Transport operatives n.e.c.,8219,10,10.82,0.7,11.08,-1.0,6.5,7.05,7.28,7.59,9.34,11.47,12.52,13.26,x,x
    Mobile Machine Drivers And Operatives,822,66,9.76,-1.3,10.42,1.5,7,7.81,8.16,8.5,9.3,10.46,11.3,11.89,12.38,13.77
      Crane drivers,8221,7,12.01,10.1,12.16,3.0,x,9.77,10.17,10.55,11.25,12.58,13.31,13.55,x,x
      Fork-lift truck drivers,8222,24,8.39,-2.0,8.98,-1.9,6.65,7.11,7.29,7.53,8.08,9.08,9.52,9.77,10.21,x
      Agricultural machinery drivers,8223,x,9.44,2.4,9.91,5.9,x,x,x,7.82,9.04,9.61,x,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,32,10.47,2.1,11.01,3.3,7.3,8.71,9.04,9.42,9.99,11.12,11.98,12.43,13.04,x
Elementary occupations,9,3027,6.98,0.4,8.13,1.0,5.93,5.98,6.03,6.2,6.5,7.47,8.18,8.68,9.26,10.82
"   Elementary trades, plant and storage related occupations",91,900,8,0.2,8.74,1.0,6,6.45,6.66,6.95,7.45,8.58,9.31,9.75,10.23,11.91
    Elementary Agricultural Occupations,911,59,7.76,1.8,8.36,2.7,6,6.5,6.71,7,7.38,8.27,8.84,9.3,9.62,10.69
      Farm workers,9111,38,7.92,0.1,8.31,0.7,6.13,6.59,6.94,7.06,7.5,8.33,8.82,9.25,9.54,x
      Forestry workers,9112,3,10.89,6.4,11.22,6.4,x,x,9.48,9.94,10.21,11.81,12.91,x,x,x
      Fishing and agriculture related occupations n.e.c.,9119,17,7.24,5.9,7.88,5.9,5.96,6.2,6.31,6.5,6.8,7.59,8.14,8.49,8.96,x
    Elementary Construction Occupations,912,94,8.75,0.1,9.63,0.1,6.21,7,7.28,7.5,8.04,9.34,10.22,10.79,11.25,13.37
      Labourers in building and woodworking trades,9121,70,8.82,1.7,9.53,0.4,6.12,6.92,7.25,7.5,8.01,9.42,10.23,10.87,11.25,13.08
      Labourers in other construction trades n.e.c.,9129,23,8.69,-2.0,9.94,-1.9,6.47,7.05,7.32,7.5,8.19,9.17,10.04,10.58,11.08,x
    Elementary Process Plant Occupations,913,242,7.54,-0.9,8.35,-0.1,5.93,6.22,6.43,6.58,7.03,8.07,8.77,9.26,9.88,11.34
      Labourers in foundries,9131,3,9.26,4.6,9.68,4.8,x,x,7.77,7.79,8.61,9.6,x,x,x,x
      Industrial cleaning process occupations,9132,14,7.89,-2.5,8.79,4.5,6.03,6.49,6.73,7.02,7.67,8.48,8.99,9.49,9.91,x
      Printing machine minders and assistants,9133,12,9.78,1.9,10.47,2.2,6.63,7.6,8.1,8.49,9.32,10.73,11.22,11.74,12.19,x
"      Packers, bottlers, canners, fillers",9134,89,7.04,0.6,7.88,-0.2,5.93,5.95,6.06,6.25,6.62,7.47,8.06,8.43,8.85,10.75
      Labourers in process and plant operations n.e.c.,9139,124,7.68,-1.9,8.39,-0.9,6,6.37,6.5,6.73,7.2,8.2,8.94,9.41,9.93,11.23
    Elementary Goods Storage Occupations,914,506,8.09,1.1,8.79,1.9,6,6.5,6.75,7,7.5,8.7,9.41,9.82,10.27,11.97
"      Stevedores, dockers and slingers",9141,6,11.51,3.8,11.39,0.6,x,8.58,8.76,9.07,10.54,12.19,12.86,13.45,x,x
      Other goods handling and storage occupations n.e.c.,9149,500,8.07,0.9,8.76,1.9,6,6.5,6.73,6.99,7.5,8.67,9.37,9.78,10.22,11.86
   Elementary administration and service occupations,92,2127,6.58,0.4,7.72,0.8,5.91,5.93,5.98,6,6.29,7.01,7.59,8,8.58,10
    Elementary Administration Occupations,921,222,9.51,2.3,9.78,1.8,5.94,6.5,7,7.5,9,9.53,10.16,10.85,11.18,12.59
"      Postal workers, mail sorters, messengers, couriers",9211,166,9.61,0.4,10.46,5.3,6.72,8.68,9.26,9.33,9.51,10.02,10.96,11.18,11.69,13.3
      Elementary office occupations n.e.c.,9219,56,6.4,-5.1,7.21,-3.4,5.37,5.93,5.94,6,6.17,6.8,7.21,7.44,7.8,x
    Elementary Personal Services Occupations,922,833,6.07,1.1,6.64,0.9,5,5.91,x,5.93,5.97,6.32,6.65,6.92,7.18,8.12
      Hospital porters,9221,8,9.02,7.2,9.26,3.9,7.24,7.66,7.9,8.11,8.55,9.48,10.11,10.78,x,x
      Hotel porters,9222,x,6.75,-2.0,6.93,-1.4,x,x,x,6.12,6.43,7.29,x,x,x,x
      Kitchen and catering assistants,9223,435,6.18,1.7,6.67,0.8,4.95,5.8,x,5.93,6,6.46,6.81,7.04,7.38,8.28
"      Waiters, waitresses",9224,165,6,1.2,6.52,0.1,4.92,5.51,5.85,x,5.93,6.12,6.46,6.65,6.92,7.73
      Bar staff,9225,179,6,2.6,6.43,2.0,5.59,x,x,x,5.93,6.09,6.39,6.5,6.65,7.2
      Leisure and theme park attendants,9226,30,6.5,2.4,6.64,1.2,5.2,x,5.93,5.98,6.13,6.75,7.39,7.85,8.04,x
      Elementary personal services occupations n.e.c.,9229,14,6.17,0.9,6.95,4.0,5.35,5.93,x,5.93,6,6.38,6.74,7.41,x,x
    Elementary Cleaning Occupations,923,699,6.55,0.7,7.32,0.1,5.93,5.97,6,6.09,6.31,6.96,7.41,7.62,8,9.17
      Window cleaners,9231,x,7.68,-9.8,7.75,-17.5,x,x,x,x,x,7.77,x,x,x,x
      Road sweepers,9232,8,8.72,1.4,8.86,-0.5,7,7.58,7.77,8.01,8.41,8.78,9,9.2,x,x
"      Cleaners, domestics",9233,646,6.5,0.5,7.21,0.8,5.93,5.96,6,6.06,6.29,6.84,7.27,7.48,7.82,8.95
"      Launderers, dry cleaners, pressers",9234,19,6.28,1.2,6.74,0.3,x,x,5.93,6,6.12,6.57,7.11,7.36,7.62,x
      Refuse and salvage occupations,9235,21,8.87,1.6,8.96,0.2,6.25,7.2,7.7,7.96,8.52,9.23,9.77,9.94,10.12,x
      Elementary cleaning occupations n.e.c.,9239,x,7.73,3.5,8,-4.6,x,x,x,x,7.7,7.86,x,x,x,x
    Elementary Security Occupations,924,293,7.44,1.0,9.08,1.7,6.04,6.38,6.5,6.72,7.04,8.06,8.93,9.59,10.37,12.75
      Security guards and related occupations,9241,147,8.61,1.1,9.42,1.6,6.37,6.87,7.11,7.39,8,9.57,10.85,11.56,12.33,13.77
      Traffic wardens,9242,x,9.91,-2.6,9.92,-8.9,x,x,x,x,x,x,x,x,x,x
      School crossing patrol attendants,9243,10,6.88,3.1,7.85,7.4,6.14,6.29,6.38,6.43,6.58,7.12,7.26,7.4,7.61,x
      School mid-day assistants,9244,110,6.73,2.8,7.09,-0.8,5.93,6.08,6.16,6.31,6.47,6.98,7.22,7.37,7.56,8.23
      Car park attendants,9245,9,7.48,-6.5,8.25,-5.1,6,6.32,6.56,6.75,7.03,8.1,8.89,9.26,x,x
      Elementary security occupations n.e.c.,9249,16,9,4.1,9.76,6.2,6.41,7.25,7.81,8,8.52,9.75,10,10.56,11,x
    Elementary Sales Occupations,925,81,7.83,6.9,8.13,6.1,6.47,6.78,6.89,7.07,7.43,8.24,8.7,8.92,9.16,10.23
      Shelf fillers,9251,75,7.87,6.9,8.2,6.7,6.47,6.84,7,7.15,7.51,8.32,8.73,8.97,9.18,10.31
      Elementary sales occupations n.e.c.,9259,5,6.61,-1.9,7.18,-2.1,x,6.26,6.26,6.29,6.49,6.88,7.15,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
