Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
    Construction Operatives,814,136,11.43,-1.5,12.3,-0.8,7.48,8.73,9.21,9.69,10.55,12.45,13.65,14.18,15,17.19
"      Scaffolders, stagers, riggers",8141,15,13.06,-2.3,13.49,-3.5,7.52,9.49,9.99,10.49,12.03,14.01,15.17,16.09,16.93,x
      Road construction operatives,8142,28,10.29,-0.2,10.99,1.1,7.19,8.58,8.76,9.11,9.65,11.1,12.19,12.49,13.14,x
      Rail construction and maintenance operatives,8143,14,11.93,-11.0,12.91,-8.9,9.9,10.42,10.54,10.71,11.5,12.46,13.3,13.93,14.83,x
      Construction operatives n.e.c.,8149,79,11.44,-1.2,12.43,1.3,7.43,8.5,8.97,9.47,10.54,12.57,13.85,14.46,15.44,17.3
   Transport and mobile machine drivers and operatives,82,723,9.29,1.9,9.82,0.7,6.45,7.3,7.67,8.02,8.6,10,10.66,11.14,11.7,13.39
    Transport Drivers And Operatives,821,650,9.25,1.8,9.77,0.6,6.41,7.25,7.6,8,8.53,9.94,10.61,11.07,11.67,13.38
      Heavy goods vehicle drivers,8211,211,9.87,1.3,10.18,1.4,7.5,8.26,8.47,8.69,9.27,10.44,11.05,11.49,11.98,13.55
      Van drivers,8212,260,8.05,2.0,8.64,0.9,6,6.44,6.75,7,7.46,8.62,9.4,9.8,10.18,11.5
      Bus and coach drivers,8213,117,9.84,4.3,10.4,2.7,7.4,8.2,8.4,8.71,9.27,10.49,11.33,11.83,12.3,14.37
"      Taxi, cab drivers and chauffeurs",8214,21,7.72,-0.7,9.19,2.1,5.8,6.3,6.5,6.62,7.03,8.75,9.75,10.73,11.27,x
      Driving instructors,8215,x,12.34,7.2,12.34,3.1,x,x,x,x,x,x,x,x,x,x
      Rail transport operatives,8216,13,13.48,-19.1,14.25,-16.3,10.01,10.96,11.32,11.82,12.3,14.34,15.46,15.94,16.84,x
"      Seafarers (merchant navy); barge, lighter and boat operatives",8217,x,12.41,7.6,12.49,6.0,x,x,x,10.99,11.13,13.09,x,x,x,x
      Air transport operatives,8218,12,11.63,4.2,12.23,4.2,8.16,9.47,9.93,10.17,11,12.89,13.51,14.11,15.53,x
      Transport operatives n.e.c.,8219,9,10.74,-3.7,11.19,0.1,x,6.91,7.44,8.31,9.55,12.22,12.93,13.18,x,x
    Mobile Machine Drivers And Operatives,822,73,9.89,4.5,10.26,1.7,7.05,7.9,8.14,8.38,9.01,10.29,11.11,11.47,11.98,13.5
      Crane drivers,8221,9,10.91,-2.0,11.81,0.9,x,9.08,9.78,10.12,10.36,11.43,12.35,12.56,x,x
      Fork-lift truck drivers,8222,24,8.56,3.7,9.15,1.9,6.62,7.3,7.57,7.81,8.14,8.96,9.74,10.18,10.5,x
      Agricultural machinery drivers,8223,4,9.22,2.3,9.36,2.7,x,x,7.47,7.91,8.47,9.41,9.98,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,36,10.25,-0.1,10.66,0.3,7.52,8.3,8.7,9,9.99,10.87,11.5,11.97,12.33,x
Elementary occupations,9,2957,6.95,1.1,8.05,1.0,5.8,5.89,6,6.15,6.49,7.48,8.19,8.66,9.12,10.59
"   Elementary trades, plant and storage related occupations",91,879,7.98,1.2,8.64,1.4,5.95,6.39,6.63,6.89,7.45,8.5,9.19,9.62,10.13,11.76
    Elementary Agricultural Occupations,911,60,7.62,-1.2,8.14,-0.2,5.87,6.26,6.4,6.66,7.09,8.18,8.61,8.92,9.41,10.49
      Farm workers,9111,35,7.91,2.3,8.25,1.9,6,6.4,6.71,6.95,7.5,8.39,8.68,9.04,9.42,x
      Forestry workers,9112,4,10.23,5.5,10.55,6.1,x,x,x,8.57,9.92,10.93,11.56,x,x,x
      Fishing and agriculture related occupations n.e.c.,9119,21,6.84,-3.6,7.44,-4.2,5.8,5.99,6.1,6.26,6.49,7.27,7.77,8.18,8.38,x
    Elementary Construction Occupations,912,102,8.74,1.2,9.62,2.4,6.02,6.94,7.31,7.65,8.11,9.27,10.01,10.63,11.28,13.43
      Labourers in building and woodworking trades,9121,81,8.66,1.1,9.49,1.6,6,6.75,7.19,7.56,8,9.25,10,10.54,11.25,13.26
      Labourers in other construction trades n.e.c.,9129,22,8.87,1.2,10.12,5.3,6.5,7.22,7.5,7.74,8.45,9.64,10.37,11.05,11.84,x
    Elementary Process Plant Occupations,913,224,7.61,0.2,8.36,0.4,5.82,6.21,6.42,6.61,7.02,8.15,8.88,9.37,9.9,11.24
      Labourers in foundries,9131,3,8.85,-3.2,9.23,3.1,x,x,7.24,7.66,8.56,9.16,x,x,x,x
      Industrial cleaning process occupations,9132,13,8.09,2.7,8.41,-0.2,5.8,6.25,6.49,6.8,7.47,8.38,9.03,9.25,9.81,x
      Printing machine minders and assistants,9133,13,9.61,-3.3,10.24,-3.1,6.44,6.95,7.55,7.93,8.77,10.32,11.03,11.74,12.72,x
"      Packers, bottlers, canners, fillers",9134,89,7,0.0,7.9,1.8,5.8,6,6.11,6.28,6.62,7.53,8.1,8.44,9.02,10.6
      Labourers in process and plant operations n.e.c.,9139,107,7.83,0.5,8.47,0.3,5.9,6.4,6.62,6.86,7.36,8.36,9.14,9.56,10.1,11.19
    Elementary Goods Storage Occupations,914,493,8,1.4,8.63,1.8,6,6.45,6.72,6.97,7.52,8.53,9.19,9.58,10.11,11.75
"      Stevedores, dockers and slingers",9141,6,11.09,1.0,11.32,-3.4,x,8.64,9,9.09,10.39,11.77,12.7,13.22,x,x
      Other goods handling and storage occupations n.e.c.,9149,487,8,1.7,8.6,1.9,6,6.44,6.71,6.96,7.5,8.51,9.16,9.52,10.07,11.66
   Elementary administration and service occupations,92,2077,6.55,1.0,7.65,0.8,5.76,5.8,5.89,6,6.27,7,7.6,8.02,8.62,9.99
    Elementary Administration Occupations,921,217,9.29,0.5,9.6,-1.0,6.21,7.45,8.12,8.69,9,9.69,10.19,10.43,10.75,11.58
"      Postal workers, mail sorters, messengers, couriers",9211,182,9.57,0.4,9.93,-1.7,7.31,8.69,8.79,9,9.23,9.93,10.36,10.62,10.9,11.75
      Elementary office occupations n.e.c.,9219,35,6.75,3.9,7.46,1.9,5.44,5.8,5.98,6.01,6.37,7.08,7.66,7.88,8.12,x
    Elementary Personal Services Occupations,922,790,6,0.7,6.59,2.3,4.93,5.7,x,5.8,5.85,6.25,6.6,6.85,7.14,8.09
      Hospital porters,9221,9,8.41,1.5,8.91,1.3,7.16,7.45,7.65,7.72,7.99,9.04,9.47,9.77,x,x
      Hotel porters,9222,3,6.89,2.2,7.02,-0.7,x,x,x,6.52,6.74,7.17,7.48,x,x,x
      Kitchen and catering assistants,9223,429,6.08,0.5,6.62,2.4,4.87,5.57,x,5.8,5.91,6.36,6.75,7,7.3,8.25
"      Waiters, waitresses",9224,143,5.93,3.1,6.51,3.7,4.83,5.49,5.75,x,5.8,6.06,6.44,6.65,6.89,7.75
      Bar staff,9225,161,5.85,1.7,6.31,1.9,5.15,x,x,x,5.8,6,6.19,6.36,6.5,7.17
      Leisure and theme park attendants,9226,28,6.35,5.8,6.56,4.3,5.19,x,5.8,5.85,6,6.63,7,7.32,7.58,x
      Elementary personal services occupations n.e.c.,9229,17,6.11,2.5,6.68,1.1,5.34,5.74,x,5.8,5.95,6.38,6.9,7.14,7.87,x
    Elementary Cleaning Occupations,923,687,6.5,0.9,7.31,1.6,5.8,5.85,5.98,6,6.29,6.9,7.35,7.6,7.97,9.17
      Window cleaners,9231,x,8.52,0.5,9.39,9.0,x,x,x,x,x,x,x,x,x,x
      Road sweepers,9232,10,8.6,1.2,8.9,1.4,6.82,7.38,7.52,7.97,8.36,8.77,9.06,9.28,x,x
"      Cleaners, domestics",9233,622,6.47,1.3,7.15,2.0,5.8,5.85,5.95,6,6.25,6.8,7.19,7.41,7.75,8.86
"      Launderers, dry cleaners, pressers",9234,23,6.2,-0.8,6.72,-2.1,x,x,5.8,5.84,6,6.37,6.73,6.98,7.34,x
      Refuse and salvage occupations,9235,26,8.74,0.6,8.94,-0.7,6.42,7.39,7.65,7.98,8.38,9.07,9.71,9.91,10.09,x
      Elementary cleaning occupations n.e.c.,9239,4,7.47,-6.4,8.38,-8.6,x,x,6.7,7,7.13,8,x,x,x,x
    Elementary Security Occupations,924,289,7.36,0.2,8.93,2.0,5.98,6.26,6.38,6.52,6.95,7.95,8.77,9.42,10.07,12.29
      Security guards and related occupations,9241,141,8.51,2.3,9.27,2.8,6.29,6.77,7,7.31,7.93,9.48,10.62,11.38,12,13.19
      Traffic wardens,9242,x,10.18,0.2,10.9,4.1,x,x,x,x,x,x,x,x,x,x
      School crossing patrol attendants,9243,12,6.67,1.5,7.31,1.2,5.93,6.18,6.23,6.33,6.46,6.89,7.11,7.21,7.28,x
      School mid-day assistants,9244,112,6.55,0.2,7.15,1.7,5.88,6.02,6.08,6.18,6.38,6.85,7.19,7.33,7.52,8.32
      Car park attendants,9245,9,8,-2.9,8.69,2.5,6,6.37,6.51,6.72,7.39,9.16,9.66,9.85,x,x
      Elementary security occupations n.e.c.,9249,13,8.64,1.3,9.19,3.8,6.13,7.25,7.49,7.72,8.23,9.45,9.83,10,10.41,x
    Elementary Sales Occupations,925,96,7.32,0.6,7.66,-2.0,6.33,6.5,6.66,6.76,7.01,7.71,8.07,8.26,8.5,9.24
      Shelf fillers,9251,89,7.36,-1.5,7.69,-2.4,6.33,6.55,6.67,6.78,7.05,7.74,8.1,8.3,8.54,9.25
      Elementary sales occupations n.e.c.,9259,7,6.74,-1.0,7.34,-2.2,x,6.12,6.24,6.44,6.55,6.93,7.22,7.47,x,x
Not Classified,,:,,,,,,,,,,,,,,
